Recipient APHP_F1 APHP_F10 APHP_F2 APHP_F3 APHP_F4 APHP_F5 APHP_F6 APHP_F7 APHP_F8 APHP_F9 APHP_M1 APHP_M10 APHP_M2 APHP_M3 APHP_M5 APHP_M6 APHP_M7 APHP_M8 APHP_M9 APLP_F1 APLP_F10 APLP_F2 APLP_F3 APLP_F4 APLP_F5 APLP_F6 APLP_F7 APLP_F8 APLP_M1 APLP_M10 APLP_M2 APLP_M3 APLP_M4 APLP_M5 APLP_M6 APLP_M7 APLP_M8 APLP_M9 GH1 GH10 GH11 GH12 GH13 GH14 GH15 GH17 GH18 GH19 GH2 GH20 GH3 GH4 GH5 GH6 GH7 GH8 GH9 GL1 GL10 GL11 GL12 GL13 GL14 GL15 GL16 GL17 GL18 GL19 GL2 GL20 GL5 GL6 GL7 GL8 GL9 LMD_F11 LMD_F12 LMD_F13 LMD_F14 LMD_F15 LMD_F16 LMD_F17 LMD_F19 LMD_F20 LMD_F21 LMD_M08 LMD_M09 LMD_M1 LMD_M10 LMD_M2 LMD_M3 LMD_M4 LMD_M5 LMD_M6 LMD_M7 LO1 LO10 LO11 LO12 LO13 LO15 LO16 LO17 LO18 LO19 LO2 LO20 LO21 LO22 LO3 LO4 LO5 LO6 LO7 LT_F16 LT_F18 LT_F19 LT_F23 LT_F24 LT_M1 LT_M11 LT_M12 LT_M14 LT_M15 LT_M5 LT_M8 UMD_F09 UMD_F10 UMD_F11 UMD_F12 UMD_F13 UMD_F14 UMD_F15 UMD_F16 UMD_M1 UMD_M2 UMD_M3 UMD_M4 UMD_M5 UMD_M6 UMD_M7 UMD_M8 UQ1 UQ10 UQ11 UQ12 UQ13 UQ14 UQ15 UQ16 UQ17 UQ18 UQ19 UQ2 UQ20 UQ3 UQ4 UQ5 UQ6 UQ7 UQ8 UQ9 UT_F11 UT_F14 UT_F15 UT_F16 UT_F18 UT_F19 UT_F21 UT_M10 UT_M2 UT_M3 UT_M4 UT_M7 UT_M8 UT_M9
UMD_M6 3.573238 3.497605 3.405376 3.441909 3.578863 3.2858 3.480127 3.474886 3.482961 3.512458 3.369788 3.408764 3.616275 3.377059 3.496269 3.538982 3.562049 3.389492 3.88597 3.061568 3.120461 3.154826 3.235786 3.282199 3.382072 3.164895 3.032944 3.065749 3.095469 3.180013 3.135367 3.112127 3.108932 3.108787 3.153799 3.174154 3.242285 3.322523 3.090031 3.046666 3.274732 3.012802 3.083584 3.15724 3.19351 3.126567 3.286566 3.165625 3.160551 3.093717 3.065205 3.065215 3.052993 3.189102 3.218359 3.083525 3.241402 2.956631 2.956229 2.961444 3.053094 2.881819 2.876069 2.971411 2.962585 2.953092 3.043059 2.951672 2.974347 2.967619 2.962761 2.8857 3.067387 2.957101 2.970414 9.432656 9.339195 9.590483 9.447134 9.379543 10.986448 9.430781 10.278569 10.881549 9.463779 9.509623 9.353493 9.632361 9.615511 9.438581 9.60953 10.030367 9.397616 9.307893 9.52368 6.336456 6.261317 5.64373 6.169234 6.330488 6.4515 6.894062 6.193414 5.834213 6.481212 5.807287 6.137486 6.61846 6.719355 5.669961 6.306809 6.482609 6.104745 6.259794 2.869063 2.834555 2.876283 2.882751 2.846597 2.864303 2.875953 2.876916 2.918019 2.897433 2.905802 2.86621 13.352324 14.524602 12.625344 12.399519 13.13658 12.689314 12.858622 13.021422 12.560344 12.346197 12.392498 12.771811 12.265055 0 13.326786 12.239229 7.599268 7.265187 7.248153 6.888447 7.108192 7.230061 7.363373 7.318862 7.122542 7.033043 7.046776 7.416335 7.151306 7.046326 7.008244 6.850975 7.233204 6.911083 7.084082 7.107382 2.75429 2.752376 2.750321 2.748021 2.756776 2.751696 2.772843 2.752551 2.755671 2.763542 2.757068 2.754293 2.762062 2.758582
UMD_M7 3.549694 3.517311 3.455973 3.43134 3.596088 3.310546 3.486873 3.499978 3.518157 3.509582 3.379055 3.434767 3.624744 3.395626 3.504513 3.559867 3.585966 3.374569 3.910468 3.069642 3.120365 3.20446 3.240976 3.245571 3.393648 3.167451 3.041988 3.058747 3.110059 3.184667 3.149486 3.118497 3.105005 3.155838 3.174082 3.184191 3.282874 3.36008 3.082061 3.050091 3.28395 3.009218 3.107817 3.175296 3.203207 3.13518 3.27679 3.159886 3.170586 3.088155 3.073753 3.066084 3.075318 3.220933 3.231166 3.079948 3.243382 2.953534 2.954561 2.947998 3.051383 2.873851 2.875521 2.964495 2.956507 2.954661 3.038092 2.9455 2.966019 2.952708 2.957847 2.877216 3.064377 2.959904 2.96584 9.42302 9.296 9.748591 9.53892 9.450741 10.901804 9.221876 10.144632 10.63011 9.570515 9.391096 9.461031 9.608234 9.629998 9.475572 9.662878 9.945815 9.411856 9.301383 9.487499 6.422284 6.312467 5.675878 6.031913 6.368255 6.370369 6.766389 6.264574 5.846869 6.317657 5.8262 6.208379 6.692352 6.700199 5.786877 6.299321 6.5255 6.018992 6.218934 2.867564 2.837145 2.882294 2.900906 2.850335 2.857021 2.888238 2.868326 2.914661 2.898435 2.905724 2.841463 13.212458 14.870618 12.523763 12.815959 12.709935 13.589523 12.842086 13.420194 12.579712 12.428833 12.702987 12.497746 12.000154 13.102844 0 12.138288 7.488259 7.132145 7.10518 6.881705 7.064234 7.259258 7.20324 7.292219 7.039669 7.119 7.011189 7.430163 7.129656 6.944195 6.954313 6.774038 7.074346 6.936414 6.994887 7.04502 2.762837 2.758504 2.757889 2.756948 2.756939 2.761891 2.772109 2.763038 2.770162 2.771059 2.762272 2.754354 2.769311 2.764838
UMD_M8 3.562114 3.529913 3.42337 3.43054 3.632228 3.333976 3.489902 3.501154 3.49762 3.534505 3.398089 3.431971 3.644829 3.382902 3.56255 3.584052 3.558013 3.447296 3.929772 3.065083 3.125959 3.22161 3.220922 3.224837 3.370944 3.180587 3.031385 3.083403 3.113812 3.189747 3.182637 3.103085 3.103669 3.157398 3.160503 3.163107 3.250221 3.332615 3.093088 3.081465 3.306879 3.036821 3.129584 3.193038 3.183533 3.139248 3.31417 3.171782 3.169209 3.120521 3.07035 3.099935 3.070797 3.223669 3.20795 3.086406 3.259038 2.997603 3.024952 2.998508 3.097376 2.924484 2.941812 3.005961 3.030015 3.001646 3.083451 2.995346 3.005705 3.025041 3.00227 2.923611 3.107266 3.00014 3.0046 9.345571 9.232681 9.61766 9.320968 9.322979 10.635437 9.329402 9.959463 10.524749 9.479812 9.435405 9.348583 9.502679 9.505639 9.320789 9.380757 9.816749 9.451199 9.324829 9.315512 6.264509 6.308977 5.672727 6.074417 6.174113 6.399662 6.719369 6.232384 5.811095 6.46498 5.831053 6.163252 6.548692 6.60917 5.669869 6.364972 6.300166 6.45594 6.336642 2.891083 2.864099 2.906418 2.898332 2.86461 2.88094 2.9 2.898675 2.936793 2.90843 2.916753 2.879239 12.6554 13.029147 11.741498 11.770654 11.742934 11.86658 11.934241 12.527351 12.20364 11.646403 12.077679 11.804706 25.792541 12.28115 12.177561 0 7.314878 7.061295 7.058292 6.858904 6.838116 7.15863 7.226312 7.177473 6.965315 7.04909 6.979009 7.262216 6.992941 6.915062 6.885421 6.743607 7.17448 6.876794 7.015612 7.060067 2.782163 2.781713 2.778159 2.778247 2.783366 2.779214 2.802431 2.782953 2.784302 2.792519 2.786043 2.784575 2.796715 2.789824
UQ1 3.981202 3.8687 3.794941 3.77586 4.004629 3.653745 3.858677 3.85894 3.918397 3.952322 3.716498 3.806644 4.041478 3.761777 3.875403 3.929551 4.113547 3.734908 4.224605 3.375026 3.482027 3.48751 3.499486 3.576024 3.689407 3.503028 3.331888 3.344301 3.383927 3.486998 3.461872 3.424725 3.41273 3.434628 3.436029 3.488843 3.545691 3.608883 3.430605 3.361833 3.630578 3.294924 3.394551 3.473361 3.485088 3.384194 3.596402 3.464622 3.498812 3.356847 3.30625 3.310619 3.304835 3.520378 3.481909 3.367348 3.538404 3.190659 3.211166 3.200206 3.31606 3.099645 3.097462 3.201169 3.196876 3.201278 3.318385 3.204582 3.195509 3.208391 3.198998 3.091511 3.331751 3.199397 3.205653 7.21594 7.113936 7.25417 7.09302 7.000981 7.357183 7.085366 7.351904 7.57921 7.045679 7.100155 7.159201 7.259613 7.296325 7.087277 7.067226 7.510746 7.126539 7.137633 7.158589 7.949088 7.502779 6.78412 7.189163 7.450826 7.333204 7.812047 7.259001 6.492902 7.616572 7.033877 7.268945 7.557334 7.65372 6.842129 7.297109 8.09807 7.674201 6.936426 3.159466 3.102071 3.146808 3.143365 3.105332 3.131961 3.156075 3.144519 3.202078 3.193894 3.161954 3.117087 7.547445 7.761513 7.547494 7.339971 7.577475 7.435025 7.27142 7.432355 7.368752 7.488827 7.319935 7.501837 7.250247 7.515592 7.409775 7.272008 0 11.155651 12.188845 10.362071 10.754102 10.145978 11.47774 14.343948 16.99619 11.018782 9.922416 13.840795 11.312089 11.219636 9.989144 9.385032 10.020543 11.145456 9.240468 10.519551 3.015325 3.010475 3.013937 3.006069 3.004959 3.006209 3.005898 3.00651 3.015537 3.018206 3.011433 3.004387 3.027808 3.012252
UQ10 4.102173 3.891034 3.943624 3.871308 4.060281 3.707173 3.916069 3.951109 4.004776 4.074604 3.825393 3.87945 4.187463 3.846281 3.960629 4.016516 4.19958 3.80095 4.428854 3.433473 3.528103 3.517604 3.62607 3.563978 3.752761 3.552514 3.395004 3.371353 3.455278 3.541678 3.534671 3.450444 3.437376 3.455225 3.486824 3.534175 3.57187 3.691109 3.458271 3.398432 3.669 3.380444 3.424891 3.510857 3.540698 3.444509 3.645211 3.554145 3.478206 3.435757 3.395416 3.396987 3.406483 3.599784 3.520384 3.388456 3.567422 3.223898 3.240164 3.224205 3.337219 3.145444 3.147754 3.23823 3.226799 3.227211 3.325618 3.229729 3.239696 3.232796 3.233856 3.145099 3.345393 3.23581 3.249656 7.142039 7.007142 7.207029 7.13419 6.957173 7.286726 7.131308 7.228468 7.326682 7.08137 7.033801 7.129176 7.176851 7.14039 7.10428 7.097127 7.170669 7.075576 7.103678 7.121591 7.857343 7.620677 6.760028 7.266244 7.418811 7.185958 7.711472 7.118504 6.538064 7.631621 7.188885 7.294934 7.464622 7.62068 6.814504 7.140082 8.036704 7.614065 6.932558 3.224144 3.172768 3.228099 3.235263 3.166507 3.186505 3.21781 3.192296 3.277568 3.270407 3.253245 3.182444 7.235575 7.429078 7.255726 7.250014 7.218654 7.275256 7.228179 7.357572 7.279942 7.344065 7.242832 7.206308 7.265724 7.361599 7.275646 7.16466 13.187262 0 11.221041 9.972412 10.838493 10.841326 11.960838 13.90361 11.882603 11.582463 10.16573 13.676794 11.156993 10.831302 10.149498 10.528108 10.180543 10.405995 10.355851 10.78436 3.072057 3.060384 3.064343 3.057968 3.066687 3.062698 3.072186 3.069504 3.068737 3.076539 3.063155 3.062725 3.076572 3.070643
UQ11 4.090363 3.995171 3.955741 3.894792 4.101098 3.723496 4.018033 3.943212 3.998938 4.062245 3.834446 3.899853 4.154438 3.872343 3.975541 4.020566 4.183699 3.84379 4.256587 3.448126 3.538379 3.592711 3.616554 3.638511 3.794996 3.588919 3.406815 3.433149 3.477728 3.541164 3.5349 3.505177 3.462491 3.57064 3.56765 3.590784 3.668635 3.721668 3.457019 3.422174 3.689526 3.388251 3.49111 3.53277 3.567898 3.480069 3.654128 3.553001 3.523945 3.444997 3.415946 3.433194 3.424742 3.618674 3.583168 3.417578 3.619477 3.268713 3.275825 3.26924 3.387837 3.179869 3.180594 3.288266 3.273547 3.265428 3.376884 3.270966 3.291975 3.280862 3.283038 3.181225 3.398569 3.275929 3.286927 7.097747 6.960131 7.056831 6.969505 6.883156 7.296183 7.004787 7.230196 7.291082 6.922789 7.034373 6.995088 7.090678 7.122838 7.065521 6.992345 7.212825 7.081275 7.043568 6.980723 7.744471 7.780802 6.740501 7.201324 7.244608 7.127549 7.640462 7.16326 6.507895 7.64635 6.979623 7.426366 7.620226 7.59031 6.73386 7.140796 7.779032 7.413529 6.967175 3.217465 3.252469 3.236483 3.285309 3.171059 3.2164 3.263183 3.206811 3.263168 3.258647 3.227317 3.191815 7.320489 7.354531 7.237527 7.20145 7.276493 7.242025 7.164919 7.181921 7.239877 7.319581 7.201833 7.216418 7.141981 7.371146 7.234719 7.170225 15.642771 11.799943 0 10.390466 10.297174 11.914205 11.139808 12.65495 11.933331 10.327032 9.629443 13.664632 11.069913 10.737337 10.355245 10.436316 10.99596 10.006914 9.983969 10.778542 3.073789 3.07398 3.066435 3.058536 3.067839 3.065473 3.072408 3.06936 3.074185 3.075676 3.070271 3.067527 3.082203 3.071671
UQ12 4.134982 4.036581 3.896389 3.96637 4.146914 3.786804 3.987558 4.033814 3.973581 4.102367 3.879297 3.948177 4.17128 3.921382 4.085691 4.081566 4.188624 3.857796 4.383043 3.538653 3.610381 3.638409 3.706592 3.644575 3.853905 3.582806 3.458151 3.445586 3.53358 3.628992 3.61533 3.565601 3.543021 3.570977 3.573061 3.642786 3.697025 3.741351 3.504161 3.486796 3.757318 3.456818 3.543184 3.59024 3.644746 3.543058 3.715259 3.602393 3.555231 3.508875 3.464527 3.473567 3.443316 3.679271 3.603565 3.479563 3.665068 3.30351 3.314 3.314798 3.429718 3.217069 3.230931 3.309021 3.311046 3.309596 3.409039 3.32317 3.336223 3.312357 3.320922 3.231359 3.436123 3.31992 3.325697 7.027215 7.012857 7.060119 7.053597 6.974209 7.200878 7.01552 7.194701 7.251531 7.039816 7.037142 6.995198 6.99571 7.018066 6.969979 6.999215 7.193533 7.053236 7.070908 7.061063 7.874314 7.573984 6.924163 7.195278 7.272696 7.425242 7.794816 7.030996 6.627301 7.726269 7.212408 7.262075 7.553084 7.672804 6.632091 7.173524 8.011008 7.497543 7.034898 3.261945 3.229181 3.251421 3.264278 3.204696 3.250587 3.246611 3.241701 3.305847 3.29437 3.312815 3.245855 7.100391 7.187315 7.17973 7.11359 7.129791 7.092374 7.103508 7.257441 7.277674 7.182835 7.119352 7.174461 7.081749 7.10777 7.124252 7.057103 13.167132 11.035245 10.861056 0 10.640806 11.22202 11.385246 12.526541 11.213858 11.198672 9.782565 13.156233 11.031687 10.144116 9.825621 10.483434 11.01491 10.313434 10.460497 10.714597 3.119846 3.102017 3.105986 3.09886 3.104329 3.11161 3.11879 3.112297 3.112213 3.121358 3.102235 3.101611 3.111918 3.106219
UQ13 4.265059 4.124371 4.003278 4.019591 4.210623 3.873857 4.030606 4.072535 4.142869 4.197226 4.007515 4.018547 4.274578 3.982807 4.090506 4.161946 4.263894 3.990531 4.359539 3.618721 3.657522 3.655142 3.71363 3.7382 3.882185 3.680368 3.489208 3.521688 3.634411 3.684389 3.67286 3.563538 3.582183 3.601668 3.647272 3.664403 3.766347 3.795639 3.539836 3.504072 3.752217 3.455612 3.568126 3.623792 3.673053 3.597425 3.741956 3.631174 3.62757 3.52038 3.510713 3.466212 3.458254 3.762521 3.683998 3.481017 3.683614 3.319024 3.335365 3.349489 3.439058 3.235557 3.24322 3.353747 3.336952 3.339202 3.456693 3.373932 3.35037 3.342808 3.349474 3.240806 3.471365 3.336165 3.350101 6.915172 6.812715 6.98709 6.987509 6.86797 7.149421 6.91208 7.080382 7.282533 6.928566 6.977225 6.86766 6.89001 6.959117 6.915917 6.885215 7.092794 6.899198 6.990743 6.9258 8.247058 7.79766 6.993454 7.584453 7.78226 7.477302 8.140673 7.252724 6.732173 7.876546 7.308859 7.409949 7.68971 7.896646 7.105671 7.430447 8.468107 7.927732 7.101067 3.353317 3.308815 3.364235 3.340239 3.297761 3.315314 3.334575 3.331423 3.413935 3.371919 3.36293 3.306293 7.110112 7.373956 7.116781 7.125279 7.132877 7.060238 7.192291 7.194985 7.11183 7.184091 7.085154 7.131021 6.956675 7.254436 7.232887 6.974095 12.80808 11.144132 9.988586 9.951142 0 10.300586 10.738547 12.972801 10.688585 10.949693 11.128471 12.260288 11.266639 9.823979 9.273074 9.667417 9.745933 9.911266 9.072621 9.938331 3.20511 3.198054 3.196783 3.18953 3.193402 3.194071 3.208495 3.195257 3.197152 3.207599 3.196636 3.197877 3.206841 3.200873
UQ14 4.040789 3.964851 3.897328 3.881776 4.086778 3.740398 3.920126 3.973075 3.987837 4.058224 3.814202 3.889109 4.160145 3.897843 3.949079 3.999831 4.1867 3.825919 4.350251 3.416812 3.544159 3.543678 3.58753 3.598057 3.751516 3.557197 3.391858 3.412739 3.492743 3.536191 3.531193 3.467825 3.458101 3.471002 3.515775 3.531369 3.614921 3.671981 3.434602 3.384972 3.622571 3.366003 3.437694 3.493152 3.535209 3.44896 3.598973 3.544649 3.475167 3.424282 3.384063 3.376573 3.373686 3.615306 3.514302 3.373987 3.570468 3.219447 3.245224 3.235553 3.335094 3.149268 3.150407 3.243149 3.232864 3.233454 3.329756 3.231571 3.23768 3.24218 3.233985 3.160793 3.343106 3.23649 3.243068 7.208997 7.137114 7.155387 7.194953 7.131597 7.368211 7.25684 7.245366 7.388485 7.151956 7.166443 7.211875 7.246963 7.306057 7.224628 7.244139 7.291494 7.132085 7.2078 7.121471 7.871667 7.498714 6.815454 7.417228 7.40809 7.260044 7.778183 7.131896 6.604016 7.485923 6.990749 7.219241 7.553764 7.700017 6.888954 7.360423 7.889275 7.568667 6.985902 3.196592 3.157908 3.207199 3.184896 3.168605 3.17577 3.180026 3.203256 3.240268 3.227916 3.224841 3.157883 7.294095 7.534176 7.345889 7.410048 7.364175 7.289875 7.364296 7.412772 7.417826 7.328649 7.440913 7.356742 7.303354 7.398183 7.446394 7.287138 12.676931 11.432134 11.917308 10.701442 10.591547 0 11.926638 12.877668 12.040343 10.562688 9.873188 14.72281 10.400226 10.187607 10.244832 9.86327 10.308596 10.10668 9.511387 10.519213 3.060314 3.05952 3.056993 3.053696 3.063325 3.061278 3.066631 3.058291 3.061118 3.068467 3.063374 3.057695 3.072304 3.065152
UQ15 4.000795 3.913205 3.882249 3.841414 4.050263 3.648874 3.876756 3.869674 3.984483 4.005306 3.753082 3.850853 4.087808 3.805407 3.902882 4.018014 4.057903 3.754549 4.252238 3.401466 3.515742 3.517089 3.527175 3.581121 3.724271 3.503053 3.389021 3.367298 3.49225 3.502157 3.528212 3.436567 3.415525 3.480023 3.449564 3.500867 3.565944 3.674254 3.409648 3.344479 3.607253 3.315615 3.433474 3.51163 3.517796 3.417347 3.597956 3.467873 3.445825 3.417041 3.34868 3.333362 3.340168 3.58581 3.492693 3.342891 3.537233 3.214306 3.219261 3.223527 3.326793 3.13408 3.135213 3.228484 3.224791 3.219944 3.316951 3.221154 3.218133 3.226798 3.214692 3.153868 3.344499 3.217827 3.228683 7.329464 7.170285 7.290308 7.179332 7.082911 7.53503 7.248604 7.427036 7.421921 7.203071 7.206335 7.261732 7.250275 7.459286 7.29174 7.332093 7.31509 7.19418 7.2709 7.219313 8.108176 7.56355 6.936606 7.430229 7.676169 7.371967 7.901972 7.165471 6.546668 7.647184 6.998245 7.230392 7.771556 7.702923 6.982202 7.393503 8.001311 7.778082 7.130378 3.210405 3.173534 3.190217 3.196079 3.15354 3.176534 3.178346 3.182746 3.228865 3.21237 3.202228 3.141488 7.572431 7.759261 7.378049 7.322242 7.388482 7.362114 7.330233 7.528284 7.494275 7.347102 7.37927 7.335089 7.332383 7.451511 7.303667 7.303232 13.730511 12.235439 10.71518 10.365168 10.659026 11.348461 0 13.04874 11.157383 10.377996 10.023024 13.490382 11.052263 11.177453 10.236038 9.818604 10.485629 9.844062 9.306745 10.608369 3.020219 3.019272 3.017644 3.00984 3.024314 3.01302 3.03134 3.012524 3.01551 3.019881 3.017299 3.01629 3.027716 3.021092
UQ16 4.140711 4.027621 3.920591 3.908761 4.090441 3.74381 4.012364 3.939781 4.020363 4.069609 3.859786 3.923124 4.128673 3.850219 4.009128 4.053286 4.181607 3.843012 4.393582 3.449397 3.534702 3.549835 3.616825 3.61032 3.795521 3.557067 3.391606 3.410514 3.486317 3.579513 3.552745 3.475761 3.472307 3.513259 3.503897 3.530384 3.609704 3.736076 3.507773 3.415512 3.747992 3.396111 3.498012 3.5516 3.583445 3.495029 3.69112 3.615231 3.502701 3.442531 3.409987 3.416264 3.386607 3.594149 3.602425 3.413136 3.609535 3.251288 3.272833 3.313984 3.388878 3.15824 3.169079 3.31462 3.262401 3.304081 3.365511 3.265069 3.32194 3.270766 3.313705 3.168463 3.399357 3.264046 3.330194 7.028543 6.948163 7.062457 6.990708 6.850548 7.187226 6.936512 7.225899 7.29997 6.91023 6.946558 6.947948 7.037188 7.030021 6.998545 6.970581 7.16879 6.948399 6.881475 7.034167 8.332295 7.667028 7.030074 7.563879 7.529516 7.303461 7.898625 7.198572 6.484325 7.606435 7.219652 7.21817 7.598553 8.016177 7.212189 7.358548 8.350848 7.922886 6.987726 3.23943 3.255349 3.233139 3.284556 3.176391 3.213183 3.298153 3.223484 3.313105 3.265952 3.261422 3.202553 7.268427 7.400609 7.167613 7.241056 7.2456 7.213427 7.196345 7.257885 7.257029 7.297941 7.188186 7.174617 7.158506 7.267925 7.293034 7.176695 14.580038 12.164625 10.548835 10.059726 11.114916 10.628514 11.070148 0 12.030005 11.356766 10.52646 14.184946 11.556102 10.458916 9.827364 10.120717 9.801555 10.737062 9.447297 9.902204 3.085428 3.075964 3.091509 3.072203 3.078483 3.077487 3.086628 3.078224 3.080833 3.098663 3.081808 3.086185 3.09219 3.086899
UQ17 4.146267 3.987872 3.932409 3.937809 4.108209 3.747694 3.934396 3.935661 4.034695 4.082704 3.86833 3.892507 4.208656 3.842314 3.992841 4.045244 4.19455 3.850366 4.337752 3.44179 3.55777 3.592873 3.586901 3.632492 3.809558 3.581778 3.421428 3.407209 3.50206 3.575661 3.562947 3.509401 3.503947 3.516044 3.541803 3.594076 3.648676 3.710074 3.471029 3.444867 3.683363 3.378336 3.483991 3.555999 3.566333 3.526501 3.693447 3.574532 3.535459 3.448035 3.426075 3.414971 3.387341 3.594597 3.602586 3.412115 3.628018 3.264928 3.275874 3.278856 3.381344 3.17977 3.189375 3.281648 3.272554 3.270768 3.381558 3.284629 3.278325 3.285781 3.281455 3.192118 3.399128 3.269979 3.27952 6.859946 6.836908 6.986847 6.850385 6.808858 7.143395 6.799721 7.078479 7.261577 6.808591 6.836543 6.789713 6.840603 6.933789 6.905805 6.902418 7.091482 6.866049 6.870466 6.908958 8.024994 7.628424 6.934835 7.392687 7.641849 7.281705 7.993453 7.125098 6.523073 7.780411 7.289548 7.403091 7.671853 7.713586 6.903402 7.341941 8.071098 7.667938 7.091175 3.232729 3.207357 3.250537 3.250411 3.192636 3.223609 3.237498 3.223823 3.291555 3.2872 3.278908 3.203126 7.103364 7.21931 7.121085 7.072973 7.125421 7.046388 6.987851 7.054624 7.11484 7.173804 7.068486 7.024777 7.022625 7.195153 7.148254 7.040846 21.083012 11.889835 11.21604 10.145557 10.465354 11.142958 10.85934 13.780857 0 10.501358 9.837801 13.007118 11.111182 10.070356 10.189612 10.148 10.071567 9.64152 9.203824 10.827617 3.108562 3.090348 3.099351 3.095989 3.092108 3.092028 3.10473 3.091656 3.09813 3.101776 3.096 3.089804 3.098893 3.104894
UQ18 4.204892 4.039233 3.935791 3.982836 4.140564 3.836054 3.949811 3.998636 4.021997 4.077199 3.850282 3.970322 4.1619 3.927642 4.048159 4.090832 4.332537 3.838036 4.376716 3.515501 3.555909 3.614319 3.641022 3.622792 3.838891 3.615769 3.405305 3.428816 3.507578 3.603799 3.574593 3.538744 3.531616 3.560794 3.570531 3.632612 3.666232 3.742467 3.474449 3.43067 3.694697 3.371845 3.49111 3.572947 3.571716 3.511956 3.660027 3.533786 3.525894 3.455406 3.419365 3.433877 3.396704 3.612751 3.552633 3.426189 3.597122 3.2348 3.245312 3.262304 3.349806 3.153133 3.169517 3.267151 3.241379 3.25869 3.32256 3.235879 3.269529 3.247387 3.26295 3.158965 3.356572 3.250299 3.280122 7.093688 7.01358 7.133402 7.025572 6.943572 7.309691 6.977874 7.262023 7.35338 6.967417 7.039721 7.100416 7.074844 7.086137 7.021654 7.155113 7.271331 7.068025 7.043958 7.007149 8.102323 7.768196 6.99289 7.466666 7.502715 7.356352 7.98306 7.206873 6.668869 7.751589 7.246967 7.448962 7.682115 7.942455 7.099453 7.455315 8.264301 7.859402 7.399033 3.262123 3.207327 3.263703 3.262184 3.200347 3.230878 3.256601 3.234833 3.312188 3.296375 3.292932 3.24022 7.273527 7.410069 7.220574 7.228499 7.281839 7.200646 7.160998 7.206392 7.319856 7.171996 7.049446 7.277238 7.151916 7.19841 7.319301 7.199576 13.190156 12.100081 10.145072 10.346304 11.238125 10.435247 10.736019 13.339232 11.076603 0 10.254726 13.57272 12.005141 9.989003 9.561067 9.995657 9.880666 10.192364 9.127039 9.85234 3.097349 3.088256 3.09663 3.082884 3.087613 3.090912 3.102361 3.090607 3.09606 3.104264 3.088309 3.087445 3.099831 3.092642
UQ19 4.244169 4.241305 4.101273 4.125545 4.282199 3.94149 4.113887 4.117945 4.176371 4.178292 4.079931 4.071275 4.317426 4.103518 4.216287 4.205656 4.346076 4.036717 4.504441 3.681155 3.764196 3.735644 3.760575 3.753716 3.942254 3.741151 3.588037 3.569832 3.673048 3.782717 3.726876 3.696261 3.690797 3.710396 3.702292 3.724272 3.860853 3.873754 3.631562 3.592961 3.863275 3.560422 3.638529 3.732447 3.722789 3.659781 3.833415 3.72846 3.715324 3.616403 3.610353 3.598001 3.563268 3.79876 3.726429 3.58808 3.779924 3.379777 3.385476 3.383122 3.489794 3.305112 3.300354 3.395229 3.387236 3.375342 3.456147 3.387615 3.386713 3.391247 3.378197 3.319539 3.498569 3.385715 3.411597 7.00138 6.920005 7.056812 6.975449 6.883209 7.125666 6.979987 7.268207 7.378102 6.934369 6.929431 6.898812 6.992231 7.042422 7.034581 7.055033 7.201512 6.974697 7.025149 7.05211 8.240958 7.696859 6.822621 7.509383 7.633237 7.114752 7.965608 7.069938 6.523578 7.533284 7.309885 7.344791 7.516459 7.607405 6.872993 7.314927 8.227268 7.74434 6.978573 3.435773 3.405818 3.431928 3.430954 3.393214 3.401118 3.450138 3.443356 3.492886 3.465912 3.449166 3.404054 7.250055 7.394438 7.11128 7.043721 7.1035 7.199516 7.22539 7.174943 7.248402 7.245039 7.092886 7.157732 7.079998 7.249975 7.237237 7.150183 12.124393 10.787909 9.693309 9.39729 11.421328 9.894448 10.406405 12.470396 10.446984 10.419682 0 12.126464 11.288526 9.591459 8.659109 9.26291 9.439887 9.293978 8.798955 9.728167 3.283238 3.277114 3.278663 3.279267 3.274624 3.285349 3.2892 3.282072 3.284722 3.281549 3.277237 3.283573 3.282353 3.275233
