-0.331691,-0.0525281,-0.139383,-0.146047,0.0652156,-0.11317,0.0425322,-0.232033,0.00457075,0.144386,0.31654,0.257401,-0.0710084,0.199015,-0.00325479,0.0313373,0.314525,-0.076612,0.0585075,-0.239696	-0.177049,-0.0103458,-0.192921,-0.0379086,-0.0569545,-0.570363,-0.18938,-0.651838,-0.163158,-0.399535,-0.13423,-0.225962,0.0711058,-0.0614628,-0.395396,-0.348586,-0.172955,-0.348576,-0.546341,-0.626754	-0.16429,-0.0422053,0.0550178,-0.108741,0.121718,0.48874,0.230059,0.494614,0.167604,0.514255,0.432398,0.456794,-0.1414,0.25733,0.392646,0.375818,0.46233,0.279426,0.586114,0.455485
-0.128458,0.67509,0.500672,-0.0289864,0.263057,-0.596638,0.0374151,-0.227684,0.00815216,-0.23478,0.353065,-0.195116,0.432605,0.0831711,0.0920685,-0.232398,0.175621,-0.0274421,0.304107,-0.169823	0.142691,0.624527,0.500156,0.0339187,-0.108173,-0.523833,-0.0314692,-0.533106,-0.175309,-0.174843,-0.0295955,-0.0852747,-0.011732,-0.421056,-0.204901,-0.170344,0.0187098,0.081189,-0.277418,-0.522802	-0.266268,0.0874191,0.000687602,-0.0628433,0.360959,-0.105904,0.0688033,0.347614,0.183199,-0.0625029,0.378704,-0.111699,0.442093,0.487166,0.291471,-0.0646117,0.157428,-0.10839,0.536282,0.387372
-0.186368,0.668604,0.494259,-0.0238344,0.170479,-0.594341,0.0711975,-0.259567,-0.0169658,-0.21625,0.226291,-0.229507,0.429356,0.0502686,0.108584,-0.259849,0.00790642,-0.0746539,0.33594,-0.0848483	0.0721549,0.625298,0.560503,0.0980298,-0.103198,-0.590453,-0.00916545,-0.527922,-0.173743,-0.138163,-0.1008,-0.0282375,-0.00117574,-0.422025,-0.216961,-0.212064,-0.033297,0.0152516,-0.30473,-0.603295	-0.255092,0.0744182,-0.0916274,-0.12158,0.268946,-0.00599131,0.0803106,0.310967,0.15724,-0.0804922,0.319796,-0.202582,0.430315,0.462482,0.318052,-0.0505718,0.0411925,-0.0898032,0.581174,0.546417
-0.367611,-0.215292,-0.254525,0.049818,0.0810247,0.0641966,0.0114088,-0.202473,-0.0185793,-0.0535398,0.333849,0.456198,-0.519383,0.115188,0.0024309,0.0714106,0.194087,0.00728467,0.109494,-0.331595	-0.0745406,-0.126715,-0.333287,0.0804563,0.161566,-0.478293,-0.22613,-0.454196,0.0951613,-0.416445,0.0838575,-0.21643,-0.259982,-0.22597,-0.268872,-0.337249,-0.0407946,-0.257118,-0.568818,-0.572858	-0.301327,-0.0910608,0.0860628,-0.0307615,-0.0816095,0.526329,0.236927,0.277216,-0.11354,0.371181,0.257191,0.612184,-0.299897,0.332503,0.271126,0.399049,0.233037,0.263908,0.638542,0.29784
-0.360849,-0.215399,-0.266947,0.074351,-0.049448,0.0312601,-0.0211967,-0.325441,-0.00711347,-0.0186418,0.313324,0.371354,-0.540132,-0.0100714,-0.0612735,0.0602778,0.243824,-0.0164892,0.0319716,-0.139997	-0.0675665,-0.131436,-0.30122,0.115762,0.0600179,-0.544805,-0.148057,-0.52029,0.116365,-0.319391,-0.0162263,-0.177215,-0.271858,-0.213255,-0.254324,-0.363148,-0.0405678,-0.241534,-0.539287,-0.535487	-0.300612,-0.0864096,0.0372702,-0.0417707,-0.109142,0.566419,0.12726,0.234566,-0.123376,0.30255,0.327883,0.514697,-0.314448,0.203621,0.196107,0.414356,0.281607,0.225945,0.561576,0.427541
-0.239999,0.155453,-0.164163,-0.235398,0.063678,-0.215603,0.128251,-0.331449,0.123233,0.0312397,0.297129,0.319047,-0.517484,0.0379004,-0.0705919,0.0227187,0.236728,0.0523171,0.0402589,-0.308158	-0.0963414,0.237021,-0.0908651,-0.16036,0.143109,-0.611715,-0.0860654,-0.512224,0.2764,-0.328868,0.011188,-0.166249,-0.297489,-0.153424,-0.185057,-0.394338,-0.00212777,-0.26915,-0.408717,-0.592814	-0.147058,-0.0846881,-0.0744075,-0.0779825,-0.080162,0.456291,0.211977,0.217743,-0.158568,0.356446,0.286895,0.460852,-0.260025,0.190218,0.11598,0.413354,0.238736,0.317004,0.441708,0.34828
-0.298535,-0.0827871,-0.224316,-0.24276,0.079244,-0.0455519,-0.0913851,-0.282623,0.0137214,-0.029863,0.377774,0.320134,-0.490453,0.0879792,-0.05737,0.0584665,0.35825,-0.0401099,0.0542611,-0.201221	-0.111473,2.53559e-05,-0.270792,-0.0907771,0.187955,-0.577144,-0.318483,-0.492374,0.122986,-0.377316,0.00554718,-0.190545,-0.217823,-0.159787,-0.272003,-0.325335,0.0187969,-0.305991,-0.4584,-0.555163	-0.193501,-0.0828123,0.049482,-0.155407,-0.110355,0.545945,0.233906,0.243658,-0.109449,0.351413,0.373008,0.481318,-0.305239,0.244332,0.218036,0.376637,0.341755,0.269185,0.500219,0.398453
-0.093968,0.71536,0.346323,-0.255438,0.29695,-0.723799,0.103808,-0.285083,0.0201263,-0.360679,0.577842,0.230763,0.935288,0.350671,0.0685143,-0.0748021,0.20247,0.100271,0.376549,-0.228996	0.227612,0.721254,0.35387,-0.151318,0.117361,-0.691947,0.0103484,-0.312587,0.0718552,-0.154076,0.259403,0.327929,0.883834,-0.236066,-0.0566735,-0.0428987,0.229419,0.237485,-0.0791185,-0.486968	-0.314846,-0.0121752,-0.00860175,-0.108306,0.186073,-0.06381,0.0935596,0.0301946,-0.0518039,-0.21876,0.374588,-0.10512,0.296807,0.541879,0.124704,-0.0320061,-0.0282616,-0.140562,0.442485,0.290351
-0.145627,0.709075,0.324143,-0.301341,0.184113,-0.725689,0.138051,-0.493079,-0.0251717,-0.333853,0.507693,0.314507,0.93467,0.328764,0.0498595,-0.116282,0.01629,0.0502931,0.415505,-0.153254	0.161637,0.720992,0.400735,-0.150932,0.100834,-0.741488,0.0328679,-0.470343,0.0487695,-0.100203,0.239507,0.525164,0.912095,-0.229514,-0.0900075,-0.0975154,0.153159,0.167134,-0.105986,-0.572484	-0.300198,-0.0243826,-0.0880256,-0.157576,0.084854,0.0342033,0.105662,-0.0296004,-0.0738506,-0.241736,0.305311,-0.252335,0.153062,0.519109,0.139242,-0.0189816,-0.137211,-0.117831,0.499494,0.459548
0.989816,0.955222,0.69387,0.652921,0.589477,0.785103,0.507275,0.586664,0.473379,0.586268,0.837592,0.848142,0.801056,0.535452,0.625505,0.884886,0.84753,0.852762,0.514706,0.482664	0.988415,0.949473,0.751452,0.662262,0.642164,0.658192,0.66927,0.631161,0.481246,0.668914,0.703993,0.948632,0.826977,0.685777,0.73156,0.865032,0.800772,0.895274,0.681564,0.298615	0.0647169,0.0617922,-0.120318,-0.0164566,-0.0847793,0.262619,-0.245262,-0.0706604,-0.0101877,-0.135968,0.325582,-0.514209,-0.0767942,-0.237556,-0.195527,0.0846458,0.145518,-0.179721,-0.257023,0.215043
0.300024,0.279754,0.145597,0.1208,0.306569,0.12048,0.296873,0.260411,0.227566,0.272015,0.651591,0.428732,0.670204,0.339126,0.324905,0.31574,0.497053,0.416862,0.172524,0.331238	0.0627943,0.240599,0.311172,0.184894,0.308096,0.175076,0.34961,0.330963,0.262131,0.323702,0.589763,0.58801,0.623176,0.519885,0.584209,0.226131,0.483904,0.357367,0.507149,0.232874	0.241784,0.0419803,-0.173432,-0.0655582,-0.00168639,-0.0557722,-0.0588448,-0.0772057,-0.0367585,-0.0566777,0.100416,-0.212967,0.0807565,-0.219449,-0.320054,0.0964993,0.0173142,0.0699099,-0.36671,0.106585
0.662891,0.723776,0.296266,0.317861,0.423822,0.401259,0.293914,0.38515,0.19355,0.470078,0.827134,0.673822,0.749537,0.506191,0.537722,0.622893,0.644619,0.578598,0.337273,0.363691	0.436838,0.703263,0.349698,0.461437,0.449796,0.265502,0.290633,0.401457,0.196153,0.507601,0.657391,0.810945,0.750172,0.625051,0.642524,0.599125,0.551588,0.565804,0.611985,0.199876	0.318194,0.0417785,-0.0596082,-0.168255,-0.0320918,0.151944,0.00358751,-0.0192895,-0.00270497,-0.0492829,0.37204,-0.30232,-0.00145232,-0.173872,-0.160125,0.0379197,0.14436,0.0190209,-0.346163,0.176657
-0.338581,0.0611121,0.0531528,-0.0173313,0.15256,-0.753698,-0.279024,-0.480865,-0.243241,-0.518147,0.013524,-0.581881,-0.254566,0.00279508,-0.308229,-0.413493,-0.115954,-0.270892,-0.31926,-0.327372	-0.379868,-0.0426021,0.155019,0.0801412,-0.0684583,-0.43213,-0.133749,-0.257076,-0.273421,-0.00871724,-0.0264751,0.019046,-0.52467,-0.193056,-0.13368,-0.0251073,0.104436,0.0662159,0.0732721,-0.284309	0.0473808,0.103445,-0.102712,-0.0973373,0.218733,-0.476888,-0.150907,-0.255356,0.0323305,-0.511742,0.0399848,-0.59434,0.311741,0.195745,-0.18205,-0.39246,-0.217753,-0.331168,-0.38356,-0.0474814
-0.430092,0.0542854,0.0550396,-0.0372982,0.0449021,-0.759389,-0.313067,-0.505638,-0.242998,-0.528302,-0.0540257,-0.512816,-0.257463,-0.0348569,-0.290138,-0.391575,-0.265581,-0.263044,-0.283015,-0.0340104	-0.473626,-0.0446373,0.206268,0.117891,-0.0851632,-0.520547,-0.180817,-0.224528,-0.252443,-0.0177907,-0.0509956,0.207446,-0.522486,-0.19858,-0.127399,-0.0054954,0.0147354,0.0622584,0.0574147,-0.277788	0.0546712,0.0986836,-0.152965,-0.15451,0.12957,-0.394974,-0.140186,-0.317112,0.0100631,-0.515355,-0.0030385,-0.651007,0.306216,0.164864,-0.168985,-0.386913,-0.279224,-0.320061,-0.334987,0.246103
0.302658,0.272905,0.150171,0.142011,0.239324,0.0843219,0.3604,0.208189,0.177624,0.310456,0.652669,0.52954,0.686494,0.36826,0.419286,0.31768,0.513678,0.440136,0.257305,0.173324	0.0666454,0.239361,0.257631,0.198013,0.194374,0.251637,0.271978,0.244528,0.203205,0.288439,0.73533,0.578001,0.613022,0.403591,0.567625,0.246062,0.551801,0.334899,0.462778,0.25049	0.240871,0.0358886,-0.111785,-0.0576223,0.0471433,-0.170943,0.0980316,-0.0382875,-0.0265385,0.0241819,-0.158941,-0.0698361,0.12686,-0.0414991,-0.19467,0.0776911,-0.0532032,0.123431,-0.233247,-0.0806685
0.665035,0.721278,0.289072,0.345362,0.345224,0.402737,0.413903,0.356151,0.164867,0.478277,0.863304,0.703652,0.731161,0.539708,0.576374,0.603799,0.649913,0.582542,0.508367,0.381757	0.440942,0.706615,0.286555,0.481362,0.324655,0.382295,0.266064,0.335289,0.160169,0.436956,0.833502,0.734598,0.705459,0.514263,0.568754,0.60012,0.611977,0.524791,0.635355,0.397757	0.317073,0.0299048,0.00274397,-0.163118,0.0231654,0.0241626,0.166135,0.0236906,0.00482508,0.0522374,0.106269,-0.0640572,0.0530825,0.0352204,0.0113357,0.00577091,0.0629886,0.0831798,-0.187573,-0.0188642
-0.334056,0.0534884,0.0711152,0.0254145,0.0953928,-0.774104,-0.202677,-0.513363,-0.2013,-0.424224,-0.216148,-0.50176,-0.26543,0.0281885,-0.215431,-0.418025,-0.0553848,-0.246348,-0.3774,-0.382055	-0.374994,-0.0445974,0.11669,0.117869,-0.136782,-0.444472,-0.158574,-0.328115,-0.237697,0.0847888,-0.143558,0.0839348,-0.544181,-0.285064,-0.109051,-0.00946923,0.220565,0.0752593,-0.131445,-0.216942	0.0468006,0.0978524,-0.045956,-0.0927325,0.229184,-0.50254,-0.0455678,-0.222771,0.0382263,-0.49134,-0.0749152,-0.562025,0.325813,0.310755,-0.108939,-0.410179,-0.27262,-0.315753,-0.258793,-0.180036
-0.426541,0.0466125,0.0621241,0.0168948,-0.00227209,-0.78036,-0.222237,-0.518857,-0.197334,-0.441173,-0.336895,-0.441837,-0.269501,-0.00827896,-0.218164,-0.396343,-0.193949,-0.239367,-0.332831,-0.086174	-0.469848,-0.0466211,0.152769,0.170828,-0.151856,-0.531639,-0.187081,-0.275052,-0.212216,0.0655896,-0.234844,0.25077,-0.543024,-0.289173,-0.131386,0.0114563,0.148758,0.0692987,-0.143136,-0.185628	0.0541612,0.0930314,-0.0915135,-0.154379,0.149635,-0.425069,-0.0366808,-0.284391,0.0155324,-0.492511,-0.110819,-0.623521,0.320414,0.281568,-0.0893383,-0.405956,-0.333097,-0.303629,-0.199184,0.101071
0.0737434,0.254959,0.202492,0.088833,0.231468,0.14371,0.198267,0.318505,0.270099,0.345821,0.723438,0.59393,0.595853,0.431829,0.479785,0.267488,0.504278,0.322305,0.339671,0.304078	0.133639,0.274558,0.0786115,0.168511,0.25569,-0.0257788,0.14674,0.264548,0.237887,0.328621,0.607682,0.5766,0.64264,0.371967,0.326401,0.333675,0.424778,0.370665,0.25661,0.2391	-0.0604922,-0.0210736,0.125884,-0.0808886,-0.0257461,0.168863,0.0530715,0.0589224,0.0344245,0.0194054,0.206568,0.0263552,-0.075819,0.0713166,0.181864,-0.0726724,0.101172,-0.0549217,0.0909924,0.0700732
-0.293607,0.326636,0.230571,0.0860155,0.0800329,-0.684474,-0.10255,-0.434787,-0.125919,-0.505662,-0.0888926,-0.499339,-0.2935,0.00128642,-0.175664,-0.295067,-0.069472,-0.263704,-0.277433,-0.377578	-0.183917,0.241907,0.160101,0.119996,-0.153818,-0.280826,0.0271005,-0.246359,-0.185063,0.0458362,-0.0771371,0.0207658,-0.524106,-0.335394,-0.17613,0.209437,0.172166,0.164288,-0.18852,-0.27603	-0.115952,0.0919978,0.0731714,-0.0343345,0.231007,-0.499699,-0.129291,-0.211032,0.0605554,-0.539005,-0.0118366,-0.514767,0.272527,0.336536,0.00048078,-0.475141,-0.238782,-0.41022,-0.0938206,-0.113363
-0.361587,0.317717,0.221912,0.0633801,-0.0288376,-0.688276,-0.105018,-0.466392,-0.134017,-0.517338,-0.192574,-0.513532,-0.296799,-0.0305321,-0.164886,-0.269144,-0.166174,-0.260113,-0.266026,-0.10179	-0.269771,0.239286,0.203317,0.15651,-0.165007,-0.375649,0.0136928,-0.225778,-0.168952,0.0413816,-0.143541,0.100644,-0.52209,-0.337114,-0.183441,0.247198,0.165093,0.149397,-0.232476,-0.251747	-0.101741,0.0848841,0.0194728,-0.0940628,0.136821,-0.421642,-0.11854,-0.268933,0.0357439,-0.547009,-0.0504274,-0.583992,0.266602,0.309771,0.019133,-0.484132,-0.322422,-0.394191,-0.0357622,0.153901
-0.287493,0.175808,-0.0342335,0.145928,0.164142,-0.761497,-0.351901,-0.463246,-0.258132,-0.513039,-0.194879,-0.53157,-0.209732,0.019906,-0.25693,-0.382243,-0.0698848,-0.28917,-0.362354,-0.373605	-0.223248,0.0813223,0.0203811,0.0890283,-0.0913502,-0.364394,-0.218898,-0.258987,-0.290088,0.0188608,-0.0889027,-0.00913293,-0.494607,-0.266554,-0.151802,0.00190633,0.244085,0.0873706,-0.21548,-0.225182	-0.0686512,0.0958561,-0.0545765,0.0576489,0.251718,-0.549612,-0.144104,-0.232105,0.0345425,-0.526803,-0.107845,-0.524986,0.317847,0.284948,-0.109394,-0.383869,-0.308704,-0.367262,-0.159312,-0.162057
-0.378432,0.169303,-0.0506473,0.133439,0.0809661,-0.760706,-0.355385,-0.496318,-0.262543,-0.529429,-0.269974,-0.523931,-0.216065,-0.0153162,-0.247256,-0.365381,-0.173698,-0.284566,-0.340858,-0.0636825	-0.329835,0.0802754,0.0529679,0.133419,-0.0794999,-0.436538,-0.230863,-0.243909,-0.273856,0.00153229,-0.121377,0.0970099,-0.494535,-0.271316,-0.158484,0.0192742,0.211751,0.076465,-0.249105,-0.173439	-0.0555276,0.0902541,-0.103338,2.06728e-05,0.15944,-0.485337,-0.135652,-0.287174,0.0121891,-0.530531,-0.153631,-0.590907,0.311785,0.257068,-0.0923927,-0.381965,-0.371775,-0.353342,-0.100267,0.110982
0.673548,0.935975,0.882086,0.727567,0.709014,0.64598,0.956678,0.707694,0.854933,0.869784,0.797628,0.81173,0.907919,0.523791,0.739144,0.835044,0.615035,0.915648,0.948986,0.715638	0.653571,0.942769,0.935715,0.793566,0.83343,0.376915,0.939167,0.827457,0.892531,0.894522,0.851314,0.961883,0.935768,0.566108,0.714158,0.817724,0.758612,0.896436,0.849825,0.238855	0.0356881,-0.0577802,-0.307122,-0.156163,-0.304131,0.355661,0.172485,-0.288992,-0.158674,-0.111453,-0.167263,-0.684973,-0.185171,-0.0601543,0.0529217,0.054609,-0.26916,0.107221,0.512386,0.575084
0.119692,-0.4139,-0.462437,-0.00274562,0.117685,0.254563,-0.192117,-0.126169,0.00319612,-0.297799,0.257753,0.206439,-0.691235,-0.181035,-0.0743805,0.0970633,0.022696,0.246607,-0.0924562,-0.0338981	-0.796738,-0.957281,-0.902768,-0.614692,-0.743299,-0.779164,-0.839101,-0.754255,-0.570187,-0.844975,-0.575378,-0.550222,-0.675746,-0.138476,-0.481321,-0.535921,-0.752018,-0.799829,-0.8472,-0.802534	0.836645,0.899964,0.755899,0.612981,0.791728,0.862628,0.771326,0.694143,0.57234,0.731159,0.725531,0.679481,-0.029066,-0.0436537,0.42205,0.601686,0.761713,0.874038,0.818886,0.79013
0.119961,-0.415896,-0.460262,-0.0189588,0.144897,0.330325,-0.221507,-0.238281,0.0134869,-0.289172,0.162546,0.198465,-0.7056,-0.153379,-0.0727916,0.0851404,0.053276,0.210814,-0.104343,0.0671789	-0.79556,-0.957411,-0.900649,-0.613015,-0.76402,-0.809019,-0.822952,-0.791657,-0.557044,-0.81425,-0.636392,-0.523242,-0.685493,-0.104134,-0.446811,-0.553076,-0.742472,-0.803828,-0.821129,-0.799398	0.83576,0.8998,0.752201,0.601041,0.818325,0.899076,0.735523,0.682032,0.566276,0.686788,0.724041,0.653812,-0.0389428,-0.0500438,0.386592,0.609515,0.765469,0.867617,0.783955,0.822411
0.116982,0.01959,-0.378926,-0.246766,0.113452,0.109185,-0.0678018,-0.285918,0.114404,-0.130274,0.154317,0.0749837,-0.645362,-0.0713207,-0.0158741,0.0361997,0.145873,0.208248,0.0111312,-0.0340464	-0.797874,-0.8847,-0.869699,-0.737302,-0.733059,-0.804921,-0.801074,-0.778345,-0.444522,-0.807917,-0.638173,-0.539562,-0.669686,-0.024544,-0.384574,-0.590486,-0.711575,-0.806647,-0.761879,-0.825898	0.836756,0.888884,0.732007,0.599634,0.781515,0.84026,0.775387,0.633382,0.531877,0.757355,0.721441,0.590649,0.0428391,-0.0468588,0.370965,0.61357,0.776815,0.86893,0.766509,0.814762
0.132331,-0.261488,-0.276576,-0.254789,0.0621058,0.199448,-0.330446,-0.222945,0.0200759,-0.335617,0.217707,0.0933437,-0.668727,-0.107891,-0.0660787,0.0441607,0.217385,0.116901,0.00777601,0.0439418	-0.799081,-0.934274,-0.879874,-0.71482,-0.735787,-0.806767,-0.87094,-0.759104,-0.537876,-0.843492,-0.623873,-0.550729,-0.647393,-0.040557,-0.469783,-0.540218,-0.701673,-0.819512,-0.765593,-0.812266	0.84234,0.890284,0.797329,0.562473,0.763025,0.866749,0.758905,0.645382,0.551991,0.708422,0.740944,0.612582,-0.0376198,-0.0676301,0.416638,0.570762,0.797424,0.854546,0.768792,0.826701
0.135786,0.452202,-0.601336,-0.491654,0.305969,-0.0996547,0.19428,-0.186846,0.0245193,-0.358552,0.574638,0.449769,0.887942,0.255674,-0.00680547,0.223475,0.133533,0.480567,0.28632,-0.228574	-0.728246,-0.621081,-0.798527,-0.780474,-0.671195,-0.737637,-0.758748,-0.658406,-0.487001,-0.768121,-0.422468,-0.195526,0.705897,-0.138446,-0.326001,-0.285124,-0.625591,-0.54906,-0.547444,-0.838573	0.78628,0.837943,0.379348,0.468653,0.810679,0.688601,0.830591,0.537709,0.505484,0.565243,0.802328,0.593134,0.48779,0.380647,0.319905,0.478133,0.700598,0.814668,0.720785,0.754646
0.160891,0.458288,-0.6429,-0.598403,0.161525,-0.101306,0.196351,-0.429111,-0.0202168,-0.33613,0.697456,0.552545,0.901715,0.262414,-0.0460391,0.202138,0.0260388,0.459543,0.30639,-0.246126	-0.751464,-0.602541,-0.799214,-0.818466,-0.710526,-0.757953,-0.75316,-0.752115,-0.503521,-0.753396,-0.431351,-0.0669722,0.761198,-0.127092,-0.361236,-0.320069,-0.67047,-0.587118,-0.551556,-0.883126	0.813946,0.831282,0.321511,0.431303,0.782271,0.711261,0.827184,0.476928,0.488275,0.558768,0.867747,0.59741,0.448055,0.376935,0.320528,0.490474,0.684558,0.824268,0.73392,0.813913
0.980484,0.973473,0.743194,0.623753,0.751885,0.834542,0.442594,0.636189,0.489106,0.512407,0.738817,0.834907,0.811013,0.516126,0.643387,0.892363,0.82082,0.877898,0.501499,0.504564	0.986945,0.967477,0.774449,0.666508,0.603547,0.667904,0.573946,0.604543,0.504512,0.636742,0.644079,0.901348,0.821716,0.525217,0.673541,0.868915,0.807725,0.908774,0.627182,0.4659	-0.199907,0.10305,-0.0736412,-0.0731771,0.27158,0.376493,-0.176081,0.0514242,-0.0204536,-0.184547,0.180748,-0.268496,-0.0320861,-0.0124714,-0.0532131,0.104391,0.0388588,-0.152711,-0.183354,0.0505461
0.453307,0.110371,0.187836,0.264255,0.29983,0.257942,0.163627,0.358964,0.159941,0.220206,0.513622,0.260652,0.714702,0.316043,0.379142,0.32434,0.428525,0.441271,0.166585,0.473493	0.416628,0.505911,0.437326,0.134967,0.278261,0.175329,0.280452,0.398346,0.312921,0.274679,0.471431,0.429607,0.638655,0.31762,0.488831,0.229727,0.428011,0.428009,0.448407,0.39889	0.0452189,-0.418932,-0.271819,0.134069,0.0235322,0.0865261,-0.122444,-0.0459529,-0.161041,-0.0579807,0.055671,-0.19026,0.139907,-0.00175314,-0.134643,0.10223,0.000629187,0.0163506,-0.304572,0.0919755
0.69993,0.70213,0.4086,0.443198,0.435543,0.471975,0.247587,0.485867,0.201144,0.39355,0.677575,0.585953,0.765739,0.45357,0.536926,0.607182,0.513128,0.610732,0.335893,0.45117	0.648337,0.835488,0.471285,0.397328,0.48414,0.270791,0.206188,0.471602,0.233217,0.470326,0.589036,0.721626,0.773539,0.481818,0.558061,0.612527,0.516718,0.589588,0.558987,0.379921	0.094457,-0.322605,-0.0776351,0.0556737,-0.0615823,0.230665,0.043626,0.0185047,-0.0336512,-0.0942141,0.147349,-0.23507,-0.0191343,-0.0361479,-0.0301777,-0.00851052,-0.00488543,0.0330404,-0.274665,0.0859881
-0.0967874,-0.629991,-0.322014,0.00996563,-0.0948076,-0.451499,-0.320431,-0.3643,-0.253186,-0.397382,-0.31955,-0.463365,-0.666999,-0.0767468,-0.348161,-0.267907,-0.273116,-0.294771,-0.519637,-0.182926	0.130474,0.385216,0.420761,0.0287125,-0.146677,-0.263789,-0.214802,-0.112913,-0.263444,-0.0847583,-0.263792,-0.243835,-0.700024,-0.425705,-0.185647,-0.0237698,-0.071167,0.164127,-0.0511433,-0.0128581	-0.224427,-0.816948,-0.654145,-0.0187522,0.052601,-0.213089,-0.113438,-0.262171,0.0109909,-0.323521,-0.0608911,-0.247493,0.0619511,0.360744,-0.173744,-0.245702,-0.205952,-0.437721,-0.481284,-0.170469
-0.111902,-0.629297,-0.320328,-0.0142098,-0.131625,-0.470041,-0.367375,-0.369945,-0.231554,-0.42268,-0.281747,-0.386101,-0.6662,-0.0880478,-0.333413,-0.216595,-0.291843,-0.243802,-0.509113,0.0255353	0.0522591,0.364339,0.505259,0.0598215,-0.168186,-0.35202,-0.254692,-0.0620555,-0.239858,-0.0937385,-0.289667,-0.113174,-0.695422,-0.42792,-0.176837,-0.00579729,-0.153427,0.15252,-0.0720602,-0.0463995	-0.163207,-0.808309,-0.71058,-0.0739684,0.0373879,-0.141421,-0.124314,-0.315124,0.00879248,-0.342512,0.00862379,-0.285398,0.0544467,0.353179,-0.166386,-0.211063,-0.144905,-0.382113,-0.453697,0.0718497
0.456097,0.105569,0.19098,0.297224,0.20635,0.211374,0.219386,0.299473,0.110256,0.262779,0.577437,0.362676,0.723738,0.317821,0.459873,0.324706,0.461164,0.456457,0.249214,0.356446	0.413827,0.504839,0.402519,0.123165,0.313333,0.270322,0.222504,0.368438,0.242505,0.20674,0.63758,0.465784,0.636673,0.311124,0.538384,0.251971,0.474844,0.408416,0.431648,0.321041	0.0521046,-0.421747,-0.229154,0.180674,-0.114378,-0.0625208,-0.00327887,-0.0775188,-0.135882,0.0592587,-0.0951866,-0.124066,0.161466,0.00743136,-0.104346,0.0792165,-0.0175153,0.0590496,-0.204425,0.0399801
0.703467,0.698439,0.395697,0.483903,0.304201,0.460558,0.362726,0.435034,0.172175,0.408146,0.830544,0.594384,0.745901,0.454178,0.568637,0.589371,0.539297,0.611622,0.50732,0.500513	0.64592,0.837389,0.420885,0.39715,0.492649,0.40842,0.202796,0.45199,0.188363,0.366226,0.840153,0.661082,0.742556,0.472651,0.559493,0.618447,0.557869,0.557727,0.617691,0.46672	0.105473,-0.334711,-0.0302202,0.107392,-0.221669,0.0642173,0.172629,-0.0211058,-0.0167304,0.049287,-0.0317928,-0.10987,0.00749809,-0.0235226,0.0134098,-0.045753,-0.0265644,0.0817973,-0.160743,0.0440932
-0.094439,-0.632249,-0.312154,0.0527149,-0.146466,-0.512553,-0.241725,-0.379632,-0.213861,-0.290861,-0.536612,-0.35689,-0.675844,-0.0477268,-0.261039,-0.267707,-0.204045,-0.260972,-0.564024,-0.258711	0.127894,0.379743,0.403344,0.0336793,-0.107375,-0.254538,-0.219233,-0.108351,-0.234312,-0.0397438,-0.451879,-0.148842,-0.71286,-0.404549,-0.103441,-0.00595416,0.0192905,0.190758,-0.240542,-0.0694774	-0.21968,-0.816062,-0.635487,0.0190694,-0.0397149,-0.296728,-0.0237514,-0.282918,0.0215295,-0.254054,-0.111856,-0.21972,0.0714296,0.363847,-0.161972,-0.262171,-0.222459,-0.430308,-0.374258,-0.192697
-0.109813,-0.631371,-0.323518,0.0391498,-0.172783,-0.536527,-0.278801,-0.365249,-0.187335,-0.323594,-0.584442,-0.290494,-0.676348,-0.055592,-0.271876,-0.216717,-0.219155,-0.208995,-0.534084,-0.0217783	0.0494403,0.35879,0.475796,0.0757185,-0.11898,-0.351263,-0.241594,-0.0301578,-0.206043,-0.0555852,-0.548695,-0.0337617,-0.709659,-0.403629,-0.125214,0.012558,-0.0617836,0.175646,-0.247367,-0.060033	-0.158393,-0.807287,-0.692689,-0.0366774,-0.0549325,-0.228288,-0.0398938,-0.338823,0.0194594,-0.272918,-0.0526212,-0.259276,0.0640551,0.356026,-0.151831,-0.228652,-0.159532,-0.371021,-0.330363,0.0383047
0.351392,0.369895,0.32884,0.203994,0.190056,0.198979,0.162528,0.410109,0.295443,0.271638,0.579638,0.470131,0.61934,0.313736,0.465418,0.257346,0.345816,0.386847,0.326841,0.402908	0.340732,0.123286,0.123584,0.285303,0.254411,0.100323,0.0181473,0.358073,0.173569,0.289905,0.528402,0.428444,0.704011,0.338306,0.376987,0.357508,0.349891,0.377969,0.248833,0.406823	0.0121095,0.258393,0.213951,-0.0863338,-0.0676247,0.100665,0.144807,0.0609933,0.128462,-0.0198288,0.073857,0.052202,-0.150131,-0.0274875,0.107248,-0.110311,-0.0046354,0.0103983,0.0849135,-0.00468287
-0.10756,-0.50073,-0.241645,0.0988124,-0.204519,-0.298519,-0.148069,-0.288996,-0.132273,-0.351436,-0.423588,-0.340209,-0.662149,-0.0758971,-0.231913,-0.150067,-0.226666,-0.265473,-0.49699,-0.246426	0.144677,0.193545,0.343169,0.251061,-0.23842,0.00886461,-0.124061,-0.0611583,-0.236582,-0.048934,-0.351416,-0.217073,-0.655677,-0.41851,-0.12517,0.194085,-0.00981312,0.199955,-0.286464,-0.0311742	-0.248372,-0.632935,-0.540032,-0.156121,0.0356393,-0.306573,-0.024458,-0.231937,0.107678,-0.307796,-0.0847938,-0.132955,-0.0114367,0.353852,-0.109933,-0.334412,-0.217336,-0.441967,-0.245473,-0.216919
