-0.249994,-0.103779,-0.130855,-0.119703,0.0800613,-0.650292,-0.220946,-0.433685,-0.256736,-0.475096,-0.0946625,-0.510831,-0.42637,-0.0179869,-0.361831,-0.362731,-0.154541,-0.286106,-0.35618,-0.264251	-0.271298,0.00276286,0.125824,0.0482717,-0.0741442,-0.357764,-0.121755,-0.217083,-0.29728,-0.0464721,-0.0714488,-0.11451,-0.598809,-0.279359,-0.185452,0.0340863,0.042919,0.00771698,-0.0344935,-0.260043	0.0228541,-0.106511,-0.252521,-0.16701,0.153296,-0.381219,-0.101933,-0.239114,0.0438948,-0.4383,-0.0233718,-0.420945,0.23156,0.262692,-0.189066,-0.391971,-0.196159,-0.293175,-0.325688,-0.0045183
-0.315004,-0.102725,-0.13965,-0.144257,-0.00801342,-0.658358,-0.258642,-0.452288,-0.251427,-0.481782,-0.159743,-0.45351,-0.425428,-0.0455147,-0.364024,-0.339601,-0.285002,-0.277448,-0.334654,-0.0220813	-0.36006,0.000819018,0.187593,0.0864418,-0.0923615,-0.443569,-0.164634,-0.178839,-0.276141,-0.0547664,-0.0995399,0.042681,-0.594948,-0.284749,-0.181695,0.0526831,-0.0526854,0.00437534,-0.0503563,-0.266431	0.0508198,-0.103536,-0.318889,-0.227858,0.0844106,-0.303387,-0.0981898,-0.297515,0.0265569,-0.438588,-0.0611754,-0.486769,0.226967,0.242375,-0.195242,-0.385389,-0.235858,-0.281482,-0.289171,0.245796
0.340526,0.225043,0.112578,0.128508,0.268655,0.109906,0.337719,0.236556,0.164476,0.308502,0.642687,0.466074,0.685063,0.356899,0.38953,0.331999,0.500416,0.411102,0.248635,0.199151	0.14265,0.294839,0.24385,0.160279,0.219723,0.245852,0.306458,0.283176,0.188792,0.243637,0.706126,0.526773,0.618311,0.366842,0.544094,0.283262,0.523373,0.307598,0.413929,0.239744	0.20798,-0.0747568,-0.134977,-0.0324396,0.0520019,-0.139721,0.034869,-0.0499664,-0.0250956,0.0701369,-0.11615,-0.0804512,0.115804,-0.0114415,-0.196132,0.053796,-0.0311018,0.118487,-0.184258,-0.0426284
0.651521,0.713649,0.28112,0.339944,0.36247,0.396906,0.411202,0.365532,0.154634,0.448547,0.851639,0.658302,0.725911,0.52306,0.543518,0.609932,0.635458,0.548334,0.49824,0.395169	0.490326,0.737666,0.27507,0.455134,0.356919,0.37915,0.298986,0.373359,0.147157,0.396371,0.83276,0.695968,0.720536,0.493086,0.552907,0.634654,0.582169,0.495674,0.600693,0.391017	0.236862,-0.0507163,0.00655667,-0.136274,0.00637538,0.0209013,0.127947,-0.0090635,0.00765097,0.0634586,0.0649223,-0.0695133,0.0112683,0.0403909,-0.0134228,-0.0403367,0.0845797,0.0723159,-0.146212,0.00491027
-0.246268,-0.110072,-0.111645,-0.0790162,0.0189572,-0.692449,-0.142127,-0.457291,-0.214282,-0.385403,-0.315893,-0.421991,-0.438145,0.00753761,-0.273686,-0.365448,-0.0893579,-0.259238,-0.410246,-0.329901	-0.26856,-0.00168083,0.10498,0.0743364,-0.137541,-0.384176,-0.113201,-0.259638,-0.259164,0.00794686,-0.227562,-0.0514462,-0.61598,-0.337035,-0.151083,0.049347,0.149523,0.0255411,-0.210325,-0.215693	0.0238703,-0.108412,-0.214116,-0.152457,0.156091,-0.420004,-0.0293986,-0.224282,0.0475212,-0.392149,-0.0951734,-0.378768,0.243572,0.343699,-0.127892,-0.407447,-0.235731,-0.282906,-0.2188,-0.122957
-0.311783,-0.108975,-0.132695,-0.0924127,-0.0591361,-0.702676,-0.166322,-0.45592,-0.20482,-0.399148,-0.42969,-0.375037,-0.438496,-0.0178787,-0.29731,-0.342385,-0.211274,-0.25151,-0.377566,-0.0755272	-0.35781,-0.00364795,0.149308,0.127425,-0.152501,-0.471477,-0.13927,-0.198213,-0.233234,-0.00983231,-0.322413,0.0898092,-0.613272,-0.340054,-0.175394,0.0691637,0.0675913,0.0200884,-0.218571,-0.191914	0.0518072,-0.105369,-0.276525,-0.217279,0.0942148,-0.345742,-0.0276937,-0.283309,0.0298403,-0.39085,-0.124529,-0.4497,0.239064,0.324146,-0.128623,-0.402028,-0.274939,-0.270233,-0.173296,0.118099
0.120788,0.281464,0.181713,0.0709441,0.245405,0.137064,0.209538,0.332293,0.261212,0.307266,0.682226,0.542136,0.592607,0.400818,0.440813,0.286067,0.477128,0.285211,0.314672,0.308828	0.180224,0.235093,0.0301064,0.153318,0.288675,-0.00151215,0.136943,0.294513,0.226955,0.322996,0.59814,0.518532,0.653502,0.361586,0.297201,0.356537,0.398658,0.33463,0.246354,0.262707	-0.0607583,0.0496568,0.152441,-0.0832801,-0.0465688,0.138547,0.0747389,0.0418784,0.0364152,-0.017463,0.142054,0.0328341,-0.0993827,0.0458819,0.165263,-0.0784736,0.0969016,-0.0546323,0.0740597,0.0501929
-0.228189,0.16733,0.0125593,-0.0228701,-0.0118237,-0.55063,-0.044306,-0.371419,-0.133271,-0.447328,-0.192054,-0.403146,-0.454478,-0.0208223,-0.241961,-0.244997,-0.104344,-0.270815,-0.307302,-0.322425	-0.117633,0.225805,0.128876,0.105671,-0.148828,-0.181162,0.016472,-0.185542,-0.200004,0.0140465,-0.139076,-0.104339,-0.593099,-0.369133,-0.223523,0.236409,0.113876,0.103726,-0.223416,-0.241471	-0.113606,-0.0607713,-0.116506,-0.128232,0.137246,-0.410407,-0.0607337,-0.199635,0.0685607,-0.458493,-0.054432,-0.311928,0.189775,0.351008,-0.019492,-0.45505,-0.215657,-0.364307,-0.0900696,-0.0877889
-0.275619,0.166458,-0.00623161,-0.0504284,-0.0926663,-0.549115,-0.0545748,-0.397226,-0.135381,-0.453371,-0.293607,-0.42518,-0.453903,-0.0409049,-0.254321,-0.216662,-0.17901,-0.266852,-0.311164,-0.0913773	-0.197733,0.220591,0.181801,0.144188,-0.158799,-0.264377,0.00397959,-0.159527,-0.183682,0.00969157,-0.211487,-0.0524754,-0.589351,-0.36941,-0.234297,0.271383,0.0983832,0.0903186,-0.269487,-0.231435	-0.0823761,-0.0561964,-0.187819,-0.193211,0.0671205,-0.333095,-0.0585416,-0.253781,0.0495328,-0.461036,-0.0875565,-0.381209,0.184913,0.333545,-0.0212929,-0.460942,-0.272592,-0.348765,-0.045491,0.143084
-0.222,0.0127465,-0.247538,0.0306671,0.0823874,-0.665965,-0.294933,-0.414605,-0.269499,-0.464658,-0.297019,-0.438735,-0.385928,-0.000236973,-0.316543,-0.341827,-0.104208,-0.296556,-0.3917,-0.323229	-0.15756,0.110855,-0.0143264,0.0709156,-0.0922359,-0.302954,-0.195562,-0.222631,-0.307453,-0.0486131,-0.187962,-0.124969,-0.578672,-0.317623,-0.207528,0.026492,0.188021,0.0270303,-0.265045,-0.208887	-0.0667752,-0.098247,-0.234042,-0.0403362,0.173306,-0.454762,-0.105454,-0.211496,0.0413825,-0.42566,-0.115506,-0.331967,0.248165,0.31741,-0.116679,-0.365013,-0.286613,-0.321013,-0.141328,-0.122621
-0.290532,0.0144834,-0.272767,0.0118584,0.0262472,-0.663089,-0.304019,-0.440002,-0.266889,-0.47695,-0.366184,-0.440714,-0.388679,-0.0249244,-0.327277,-0.322526,-0.189379,-0.291357,-0.385258,-0.0535607	-0.257127,0.108889,0.0233271,0.117458,-0.0772183,-0.3678,-0.20702,-0.201395,-0.289151,-0.0641998,-0.22648,-0.0491326,-0.577254,-0.321612,-0.21641,0.0438712,0.147332,0.0172799,-0.299447,-0.166005	-0.0361028,-0.0945547,-0.294222,-0.105747,0.103256,-0.390534,-0.103513,-0.261808,0.0241234,-0.425788,-0.152338,-0.400248,0.243125,0.299085,-0.119318,-0.361285,-0.327571,-0.307091,-0.0970016,0.113453
0.718297,0.927377,0.856176,0.69786,0.721629,0.72306,0.940595,0.72698,0.861838,0.891489,0.773655,0.809206,0.885736,0.52517,0.720195,0.862197,0.634815,0.917823,0.935272,0.710665	0.663268,0.922358,0.938917,0.776236,0.817421,0.506106,0.93809,0.828541,0.891248,0.899469,0.82676,0.953934,0.911116,0.554091,0.723113,0.847459,0.740499,0.897661,0.861229,0.300552	0.105103,0.0347029,-0.421887,-0.171017,-0.233566,0.342168,0.0212928,-0.255393,-0.126828,-0.0402768,-0.14736,-0.634574,-0.131508,-0.0407899,-0.00608764,0.0547211,-0.199434,0.114488,0.380652,0.521501
0.784672,0.915006,0.835634,0.664459,0.86685,0.517843,0.796686,0.669306,0.646746,0.746928,0.694983,0.429951,0.446529,-0.141231,0.282571,0.285054,0.810865,0.74556,0.613346,0.667965	0.756393,0.85972,0.826184,0.572974,0.594291,0.607857,0.817993,0.103004,0.316838,0.495145,0.591248,0.459542,0.0324471,-0.145659,0.103895,0.337007,0.581258,0.710505,0.395421,0.463266	0.0695703,0.259129,0.030522,0.147728,0.562163,-0.131364,-0.0611718,0.608234,0.414933,0.399552,0.176092,-0.0368773,0.420169,0.00452084,0.18408,-0.0574739,0.434303,0.0745415,0.287701,0.296428
-0.40088,-0.175641,-0.119219,0.0526263,0.0513593,-0.0287001,0.0826334,-0.190418,-0.0228201,0.0966218,0.233,0.307059,-0.0780077,0.308029,0.0887438,0.00098146,0.209348,-0.0652674,0.168206,-0.343328	-0.145755,-0.122648,-0.210753,0.0133421,-0.0878552,-0.480044,-0.149639,-0.642471,-0.194741,-0.441854,-0.0903384,-0.310654,0.0622329,-0.0778889,-0.391897,-0.376925,-0.192739,-0.328638,-0.608573,-0.626888	-0.270957,-0.0541605,0.0938929,0.0393118,0.138589,0.457649,0.229436,0.515066,0.172688,0.516428,0.316673,0.563921,-0.139563,0.376875,0.464487,0.377767,0.386492,0.269144,0.704648,0.361327
-0.394171,-0.175568,-0.138973,0.0853804,-0.0958776,-0.0736458,0.0617427,-0.289291,-0.0157584,0.126743,0.272954,0.238203,-0.0913992,0.158202,-0.00122898,-0.00297363,0.251568,-0.0767564,0.0951586,-0.185267	-0.138619,-0.126959,-0.180988,0.055353,-0.183332,-0.546707,-0.0555178,-0.673177,-0.183009,-0.352691,-0.13907,-0.277294,0.0762917,-0.0774133,-0.382478,-0.393017,-0.191779,-0.308137,-0.585022,-0.614393	-0.270322,-0.0497172,0.0430998,0.0301699,0.089019,0.492907,0.11686,0.476725,0.167735,0.458919,0.396955,0.483557,-0.16653,0.232765,0.381428,0.3905,0.422942,0.236986,0.644312,0.484246
-0.27003,0.156208,-0.0576044,-0.144818,0.0331437,-0.226508,0.14733,-0.239479,0.0790143,0.0980344,0.254243,0.280498,-0.110816,0.113817,-0.0747752,-0.00229561,0.208878,-0.0109523,0.0399968,-0.321415	-0.153938,0.18653,0.0121449,-0.117396,-0.105436,-0.572636,-0.0504687,-0.642093,-0.0764639,-0.412868,-0.11436,-0.195045,-0.0228813,-0.0841061,-0.345418,-0.413706,-0.181337,-0.33271,-0.496825,-0.645731	-0.121127,-0.0312327,-0.0697005,-0.0278966,0.138097,0.397713,0.196339,0.475773,0.154544,0.491028,0.358188,0.450876,-0.0881581,0.196047,0.277819,0.411802,0.375975,0.322935,0.526362,0.409257
